customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
7727-SHVZV,Female,0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.01243781094527363,0.017311855195283717
2608-BHKFN,Female,0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5154228855721392,0.030731853352984527
4860-IJUDE,Male,0,No,No,0.18055555555555555,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5522388059701492,0.11015221997052323
9509-MPYOD,Female,0,No,No,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.02487562189054726,0.08065240420044217
3813-DHBBB,Male,0,Yes,No,0.9305555555555555,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.32537313432835824,0.405501565954311
8672-OAUPW,Male,0,No,Yes,0.7083333333333333,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),0.2945273631840796,0.27136491341193814
9564-KCLHR,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,0.32835820895522383,0.0059011145910095805
8659-IOOPU,Female,0,Yes,Yes,0.986111111111111,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,0.817910447761194,0.8243943441414887
3312-ZWLGF,Male,1,Yes,No,0.40277777777777773,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.6074626865671642,0.2780202192336036
8267-ZNYVZ,Female,0,Yes,No,0.4583333333333333,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8507462686567163,0.3870037306558586
0305-SQECB,Female,0,No,Yes,0.15277777777777776,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,0.17711442786069648,0.046356853352984534
7018-WBJNK,Male,0,No,Yes,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.5975124378109452,0.11905282792925573
8922-NPKBJ,Male,0,Yes,Yes,0.5833333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.010945273631840807,0.09986413043478262
7421-ZLUPA,Female,0,No,No,0.1111111111111111,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.10945273631840796,0.026131862564480475
6982-SSHFK,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2601990049751243,0.00511238025055269
9031-ZVQPT,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8950248756218905,0.902795689019897
0178-SZBHO,Male,0,Yes,Yes,0.6527777777777778,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,0.6860696517412935,0.4625840549005159
3370-GQEAL,Male,0,Yes,Yes,0.41666666666666663,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.6686567164179105,0.28900492815033163
3584-WKTTW,Male,0,Yes,No,0.7083333333333333,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.9283582089552239,0.6586622605011055
0848-ZGQIJ,Female,0,Yes,No,0.2222222222222222,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7601990049751244,0.16824221628592487
6116-RFVHN,Female,0,Yes,No,0.4722222222222222,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.817910447761194,0.3931754329403096
5229-PRWKT,Male,0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6796019900497512,0.07480310427413413
8237-ULIXL,Female,0,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06567164179104479,0.21553173360353722
3915-ODIYG,Male,1,No,No,0.8333333333333333,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,0.5323383084577115,0.5037018699336773
5914-XRFQB,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9706467661691541,0.970074152542373
6476-EPYZR,Male,0,Yes,Yes,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.02238805970149252,0.029419215180545324
9227-YBAXE,Female,0,Yes,Yes,0.9027777777777777,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6393034825870647,0.6004859064112013
2171-UDMFD,Male,0,Yes,Yes,0.4444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.011940298507462671,0.07767018238761976
3351-NQLDI,Female,0,Yes,Yes,0.9305555555555555,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),0.7572139303482587,0.7301780121591748
7838-LAZFO,Male,0,Yes,No,0.625,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.6024875621890546,0.4142294583640384
7131-ZQZNK,Female,0,Yes,Yes,0.8333333333333333,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.41393034825870645,0.4133889093588799
9822-OAOVB,Female,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.37014925373134333,0.0063847181282240244
5614-DNZCE,Female,0,No,No,0.8055555555555555,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0.464179104477612,0.43702215364775243
7943-RQCHR,Female,0,No,No,0.125,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7611940298507462,0.10246637803979368
9840-EFJQB,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.5582089552238805,0.008560934045689021
7089-RKVSZ,Male,0,Yes,Yes,0.1111111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.061194029850746234,0.023483557479734712
2962-XPMCQ,Male,0,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.2676616915422885,0.011341654384672072
9081-WWXKP,Female,0,Yes,Yes,0.6527777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.019900497512437804,0.10056650700073694
2982-IHMFT,Female,1,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5592039800995025,0.0085724484156227
3069-SSVSN,Female,0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,0.0756218905472637,0.0029764646278555643
2968-SSGAA,Female,0,No,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8194029850746268,0.12207535003684601
3417-TSCIC,Male,0,No,No,0.40277777777777773,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,0.06567164179104479,0.09073899226234342
5320-BRKGK,Female,0,Yes,Yes,0.8055555555555555,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,0.572636815920398,0.5084457903463523
1345-ZUKID,Male,0,No,No,0.19444444444444442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.010945273631840807,0.03739867354458365
0750-EKNGL,Male,0,No,No,0.09722222222222221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.02487562189054726,0.016246775976418572
5685-IIXLY,Female,0,Yes,Yes,0.06944444444444445,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6502487562189054,0.04654108327192336
0516-VRYBW,Female,0,No,Yes,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.018905472636815884,0.04500391488577746
1069-QJOEE,Male,0,Yes,Yes,0.3472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.01641791044776117,0.058199382829771565
3174-AKMAS,Female,0,Yes,No,0.6388888888888888,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.45721393034825875,0.34652496315401626
2207-NHRJK,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.32388059701492533,0.0058492999263080325
0623-GDISB,Female,0,No,No,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.300497512437811,0.005578712232866619
7570-WELNY,Female,0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.6611940298507463,0.6575914240972736
6954-OOYZZ,Male,0,Yes,No,0.25,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.25970149253731345,0.08843611827560796
6496-JDSSB,Female,0,No,No,0.1111111111111111,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6144278606965173,0.07191875460574798
2616-FLVQC,Male,0,No,No,0.8888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.012935323383084563,0.1427954587324982
2865-TCHJW,Female,1,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7059701492537314,0.03986274871039057
4671-VJLCL,Female,0,No,No,0.875,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.6129353233830845,0.5597653371407517
4525-VZCZG,Male,0,No,Yes,0.75,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,0.8716417910447761,0.6709020357406044
0536-ESJEP,Male,0,Yes,No,0.75,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.5601990049751243,0.4826190585851143
0270-THENM,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),0.5134328358208955,0.5875034543109803
1636-NTNCO,Male,1,No,No,0.05555555555555555,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.32537313432835824,0.023875046057479737
1227-UDMZR,Female,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7253731343283583,0.7643123618275609
9000-PLFUZ,Female,1,Yes,No,0.8333333333333333,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.31044776119402984,0.33478606300663233
6319-IEJWJ,Male,0,Yes,Yes,0.2777777777777778,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7159203980099502,0.20455853905674284
9112-WSNPU,Female,1,No,No,0.4861111111111111,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5203980099502488,0.2785326086956522
3097-NNSPB,Female,0,No,No,0.027777777777777776,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.30646766169154227,0.010489591009579956
1853-ARAAQ,Female,0,No,No,0.3611111111111111,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.31940298507462683,0.14709607590272664
4559-UWIHT,Male,0,Yes,No,0.19444444444444442,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6407960199004975,0.1364452837140752
5240-IJOQT,Male,1,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5616915422885572,0.008601234340456891
5642-MHDQT,Female,0,Yes,Yes,0.736111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.015920398009950265,0.11968611827560798
7926-IJOOU,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.010447761194029848,0.0022222733971997057
5567-GZKQY,Male,0,No,No,0.8055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.020398009950248763,0.13028509579955785
4256-ZWTZI,Female,0,No,Yes,0.06944444444444445,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.32587064676616917,0.033023212969786296
0678-RLHVP,Female,0,No,No,0.736111111111111,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,0.8686567164179103,0.6542752855563745
6469-QJKZW,Female,0,Yes,No,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.018905472636815884,0.01052413411938099
6988-CJEYV,Male,0,No,No,0.6805555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.800497512437811,0.566570329771555
3703-VAVCL,Male,0,Yes,Yes,0.027777777777777776,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.7139303482587065,0.021883060058953577
3750-CKVKH,Male,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.4925373134328358,0.01343151252763449
6424-ELEYH,Female,0,Yes,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5621890547263682,0.026425478997789246
4626-GYCZP,Male,0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7522388059701491,0.07318533529845248
2599-CZABP,Male,0,Yes,No,0.19444444444444442,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,0.26218905472636816,0.07383589719970524
7780-OTDSO,Male,0,Yes,No,0.25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8074626865671642,0.2006897107590273
5022-KVDQT,Male,0,No,No,0.375,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6273631840796019,0.2616985998526161
8232-CTLKO,Female,0,Yes,Yes,0.9166666666666666,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,0.4129353233830846,0.4602063375092116
5129-HHMZC,Female,0,Yes,No,0.5972222222222222,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6786069651741293,0.4115811532792926
6993-YGFJV,Male,0,Yes,No,0.9583333333333333,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9383084577114428,0.898869288872513
3144-KMTWZ,Male,0,Yes,No,0.986111111111111,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7462686567164178,0.7679451455416361
5371-VYLSX,Female,1,No,No,0.6944444444444444,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6482587064676617,0.47366663596168024
4163-HFTUK,Male,0,No,No,0.7083333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.008457711442786064,0.11604182019159913
7336-RLLRH,Male,0,Yes,No,0.375,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,0.6228855721393034,0.253817013633014
1403-GYAFU,Male,0,Yes,Yes,0.9722222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.01791044776119402,0.15662421702284454
4713-LZDRV,Female,1,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6104477611940298,0.02245877855563744
1213-NGCUN,Female,0,No,No,0.08333333333333333,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.3124378109452736,0.03078366801768608
4523-WXCEF,Female,0,Yes,No,0.8194444444444444,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.8243781094527362,0.695456429624171
5747-PMBSQ,Male,1,Yes,No,0.1388888888888889,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.7388059701492538,0.10755572955047901
4021-RQSNY,Male,1,Yes,No,0.40277777777777773,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7985074626865671,0.34590894436256453
6621-YOBKI,Male,0,No,No,0.06944444444444445,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.020895522388059695,0.010679578113485631
4094-NSEDU,Female,1,No,No,0.29166666666666663,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7562189054726368,0.22726487656595434
6341-AEVKX,Female,0,Yes,No,0.861111111111111,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8562189054726367,0.7615201271186441
6479-SZPLM,Male,0,Yes,Yes,0.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.011940298507462671,0.0868759211495947
6776-TLWOI,Male,0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.015920398009950265,0.007432525792188652
0106-UGRDO,Female,0,Yes,No,0.9583333333333333,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9726368159203981,0.9422036201179074
4030-VPZBD,Female,0,No,No,0.027777777777777776,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.1258706467661691,0.006799235445836404
3106-ULWFW,Female,0,Yes,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6661691542288557,0.07224115696389094
1078-TDCRN,Female,1,Yes,No,0.041666666666666664,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.12437810945273631,0.009539655490051585
7359-PTSXY,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.2736318407960199,0.005267824244657333
4315-MURBD,Female,0,No,No,0.16666666666666666,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.8024875621890547,0.12907032977155491
4360-PNRQB,Male,0,No,No,0.25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5706467661691541,0.16063121775976422
6344-SFJVH,Female,0,No,No,0.2777777777777778,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.06616915422885569,0.05825695467943995
7854-EDSSA,Male,0,No,No,0.3055555555555555,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,0.4054726368159204,0.14447079955784822
1809-DMJHQ,Female,0,No,Yes,0.06944444444444445,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2761194029850746,0.02552735814296242
1535-VTJOQ,Female,0,No,No,0.3333333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.06865671641791044,0.06367446573323508
9091-WTUUY,Male,0,Yes,Yes,0.8888888888888888,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,0.5074626865671642,0.5121303887251291
6559-PDZLR,Male,0,No,No,0.3611111111111111,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8,0.29211956521739135
