customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
0795-LAFGP,Male,0,Yes,Yes,0.986111111111111,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.7179104477611941,0.7677839443625646,No
0619-OLYUR,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9318407960199006,0.9293305545320562,No
5512-IDZEI,Male,0,Yes,Yes,0.6388888888888888,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.06616915422885569,0.1352708179808401,No
0459-SPZHJ,Male,0,Yes,Yes,0.875,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.6492537313432836,0.6258060058953575,No
0215-BQKGS,Male,0,No,No,0.41666666666666663,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.6572139303482587,0.28078942520265293,No
9244-ZVAPM,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.2721393034825871,0.005250552689756817,No
0719-SYFRB,Female,0,No,No,0.16666666666666666,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,0.43184079601990044,0.08218381540162123,Yes
8208-EUMTE,Male,0,No,No,0.2222222222222222,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,0.3641791044776119,0.10548890014738395,No
5172-MIGPM,Male,0,No,No,0.05555555555555555,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,0.47064676616915413,0.02731208548268239,No
1710-RCXUS,Male,0,Yes,No,0.7083333333333333,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),0.717412935323383,0.5313363577745027,No
0374-FIUCA,Male,0,Yes,No,0.9027777777777777,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.021393034825870627,0.1628650055268976,No
5839-SUYVZ,Male,0,No,No,0.2222222222222222,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.5601990049751243,0.134775700073692,No
5173-ZXXXL,Male,0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01691542288557213,0.005492354458364039,No
1096-ADRUX,Female,0,Yes,Yes,0.9166666666666666,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),0.5572139303482587,0.5595120210022109,No
2001-MCUUW,Male,0,No,No,0.6388888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.899502487562189,0.564572586588062,No
2731-GJRDG,Female,0,No,No,0.4444444444444444,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.908457711442786,0.4154384672070745,No
4723-BEGSG,Male,0,Yes,No,1.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6805970149253732,0.7017144896831247,No
6516-NKQBO,Male,0,Yes,Yes,0.5277777777777778,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.6243781094527363,0.3552067980840089,No
8672-OAUPW,Male,0,No,Yes,0.7083333333333333,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),0.2945273631840796,0.27136491341193814,No
8207-DMRVL,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9582089552238805,0.9563893238761976,No
3419-SNJJD,Female,1,Yes,No,0.9027777777777777,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),0.8656716417910447,0.7814112011790716,Yes
6543-CPZMK,Male,0,Yes,Yes,0.125,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.11641791044776117,0.028665023949889464,Yes
4765-OXPPD,Female,0,Yes,Yes,0.125,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,0.46517412935323377,0.07634602984524687,Yes
2804-ETQDK,Male,0,No,Yes,0.9166666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.02288557213930348,0.15626151436993369,No
6689-VRRTK,Female,1,No,No,0.611111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.9109452736318407,0.5596386790714813,No
7138-GIRSH,Male,0,No,No,0.6944444444444444,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.5099502487562189,0.39358419307295506,No
9396-ZSFLL,Female,0,No,No,0.20833333333333331,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.3044776119402985,0.07270173176123804,No
6464-KEXXH,Male,0,No,No,0.1111111111111111,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.06965174129353235,0.021451271186440683,No
7134-MJPDY,Female,1,No,No,0.9166666666666666,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8417910447761193,0.8033288043478262,No
5240-CAOYT,Female,0,No,No,0.7916666666666666,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.68955223880597,0.5624596997052322,No
4059-IIEBK,Female,0,No,No,0.09722222222222221,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6,0.06021439756816508,No
4881-JVQOD,Male,1,Yes,Yes,0.1388888888888889,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.16218905472636813,0.04175110537951364,No
0516-UXRMT,Female,0,No,No,0.861111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,0.7343283582089551,0.662744104642594,No
4851-BQDNX,Male,0,Yes,Yes,0.5555555555555556,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,0.6646766169154228,0.38638195467944003,No
5148-HKFIR,Female,0,No,No,0.2777777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.014427860696517386,0.046857728445099486,No
1009-IRMNA,Female,0,No,No,0.09722222222222221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.01741293532338306,0.01584377302873987,Yes
3003-CMDUU,Female,0,Yes,No,0.3472222222222222,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.7651741293532338,0.2758497605011054,No
5016-IBERQ,Male,0,Yes,No,0.3194444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,0.6567164179104478,0.22661431466470155,No
6797-UCJHZ,Female,1,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),0.8592039800995025,0.7852167004421519,No
2469-DTSGX,Female,1,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,0.9293532338308458,0.9146382184966839,No
4554-YGZIH,Male,1,Yes,No,0.6805555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),0.7144278606965173,0.5235871868091379,Yes
5099-BAILX,Male,1,Yes,Yes,0.5972222222222222,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9203980099502488,0.5397821481208549,Yes
9931-KGHOA,Female,0,Yes,No,0.6388888888888888,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.3656716417910447,0.28485975497420785,No
1775-KWJKQ,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7124378109452736,0.7556765843773029,No
7665-VIGUD,Male,0,No,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.020895522388059695,0.02029983419307296,No
9411-TPQQV,Female,0,No,No,0.5555555555555556,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.3611940298507462,0.2574843404568902,No
7207-RMRDB,Female,0,Yes,Yes,0.9027777777777777,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8681592039800995,0.8043535832719234,Yes
7954-MLBUN,Male,0,No,No,0.4305555555555555,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.8079601990049752,0.3580853905674282,No
2077-DDHJK,Female,0,Yes,No,0.9444444444444444,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),0.5238805970149254,0.5655110077376567,No
4913-EHYUI,Male,1,Yes,Yes,0.7777777777777777,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8587064676616915,0.6672174373618276,Yes
0195-IESCP,Male,0,Yes,No,0.1388888888888889,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6666666666666666,0.09848240604274135,Yes
9574-BOSMD,Male,0,Yes,Yes,0.9444444444444444,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.07114427860696515,0.1865558216654385,No
4580-TMHJU,Female,0,Yes,Yes,0.5972222222222222,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,0.3771144278606965,0.28777864775239503,Yes
0970-ETWGE,Male,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7094527363184079,0.01031111827560796,Yes
4908-XAXAY,Female,1,No,No,0.6805555555555555,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),0.7124378109452736,0.49364406779661024,No
8404-VLQFB,Female,0,Yes,Yes,0.20833333333333331,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.06965174129353235,0.04546448968312455,No
1626-ERCMM,Male,1,Yes,No,0.2777777777777778,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7592039800995024,0.21873272844509953,Yes
0887-HJGAR,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.27313432835820894,0.005262067059690495,Yes
2391-IPLOP,Male,0,Yes,Yes,0.6944444444444444,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,0.5114427860696518,0.3963418846720708,No
5644-PDMZC,Female,1,No,No,0.027777777777777776,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,0.708955223880597,0.01859570744288873,Yes
3509-GWQGF,Male,1,No,No,0.3333333333333333,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.5149253731343283,0.19949797347089168,No
9576-ANLXO,Female,0,No,No,0.041666666666666664,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.5104477611940298,0.025596444362564485,Yes
2024-BASKD,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.5606965174129352,0.008589719970523213,Yes
5845-BZZIB,Male,0,Yes,Yes,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.01840796019900498,0.07545366617538689,No
1140-UKVZG,Female,0,No,No,0.2361111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.06517412935323383,0.05472204310980104,No
4160-AMJTL,Female,1,No,No,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.013930348258706454,0.01891810980103169,Yes
5183-SNMJQ,Male,0,No,No,0.1388888888888889,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.7646766169154228,0.09961081429624173,No
8100-PNJMH,Male,0,Yes,Yes,0.9444444444444444,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.7024875621890546,0.7061417649226235,No
7838-LAZFO,Male,0,Yes,No,0.625,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.6024875621890546,0.4142294583640384,No
4464-JCOLN,Male,0,Yes,Yes,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.015920398009950265,0.004133658806190126,Yes
2085-JVGAD,Male,0,Yes,No,0.5138888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),0.020895522388059695,0.0803300018422992,No
5650-VDUDS,Female,0,No,No,0.05555555555555555,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.05970149253731341,0.01105955232129698,Yes
8095-WANWK,Female,0,No,No,0.1388888888888889,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.26865671641791045,0.04936210390567429,No
3030-ZKIWL,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01791044776119402,0.002308631171702285,No
9565-FLVCG,Male,0,Yes,Yes,0.9027777777777777,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,0.5104477611940298,0.5134430268975682,No
8755-OGKNA,Female,0,Yes,Yes,0.7916666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.01243781094527363,0.13444178334561532,No
2800-VEQXM,Female,0,No,No,0.041666666666666664,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.5621890547263682,0.027415714812085486,No
7538-GWHML,Female,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.5114427860696518,0.0167131079587325,Yes
5533-RJFTJ,Male,0,No,No,0.6805555555555555,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.11890547263681589,0.16731530950626383,No
3859-CVCET,Female,0,No,No,0.05555555555555555,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.27263681592039796,0.02199820375829035,Yes
0214-JHPFW,Female,0,Yes,No,0.9722222222222222,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.3935323383084577,0.4650999447310244,No
5642-MHDQT,Female,0,Yes,Yes,0.736111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.015920398009950265,0.11968611827560798,No
3088-FVYWK,Male,0,Yes,Yes,0.736111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.072636815920398,0.15384349668386146,No
3276-HDUEG,Female,0,No,No,0.013888888888888888,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5651741293532337,0.008641534635224761,Yes
9092-GDZKO,Male,0,No,No,0.3055555555555555,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),0.06567164179104479,0.056811901252763454,No
0823-HSCDJ,Male,1,No,No,0.7222222222222222,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.30746268656716413,0.29372006263817246,Yes
3729-OWRVL,Male,1,No,No,0.9027777777777777,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9164179104477611,0.8343485169491526,No
2324-AALNO,Female,0,No,No,0.6666666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.06268656716417911,0.13862725681650703,No
0822-GAVAP,Female,0,No,No,0.027777777777777776,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.16368159203980104,0.0071676952837140765,Yes
5760-IFJOZ,Male,0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,0.8925373134328359,0.0361090641120118,No
2826-UWHIS,Male,0,Yes,No,0.625,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.6283582089552239,0.4347653371407517,No
1448-PWKYE,Male,0,Yes,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,0.6144278606965173,0.009211495946941786,Yes
7501-IWUNG,Female,0,Yes,Yes,0.8472222222222222,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.5527363184079601,0.5315090733235078,No
4957-TREIR,Male,0,No,No,0.041666666666666664,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.4592039800995025,0.022527864775239503,No
7251-LJBQN,Female,1,No,No,0.5555555555555556,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8507462686567163,0.4822678703021371,No
8040-MNRTF,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.5258706467661691,0.00818671702284451,No
1536-HBSWP,Female,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.31492537313432833,0.005745670596904938,No
5313-FPXWG,Male,0,No,No,0.7083333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.06318407960199005,0.14581798084008846,No
0067-DKWBL,Male,1,No,No,0.027777777777777776,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.30845771144278605,0.010489591009579956,Yes
0946-FKYTX,Male,0,No,No,0.7222222222222222,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,0.11791044776119403,0.18692428150331616,No
5076-YVXCM,Male,0,No,No,0.7083333333333333,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6482587064676617,0.47778302321296984,No
8262-COGGB,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.021890547263681587,0.0023546886514369935,No
6663-JOCQO,Male,0,Yes,Yes,0.4305555555555555,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),0.5671641791044776,0.2699544030950627,No
9620-QJREV,Male,0,No,Yes,0.6527777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.02288557213930348,0.11664632461311718,No
2276-YDAVZ,Female,0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5656716417910447,0.031169399410464264,Yes
2682-KEVRP,Female,1,No,No,0.3055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.01791044776119402,0.04801492262343405,No
2480-JZOSN,Female,0,Yes,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.023880597014925342,0.002377717391304348,No
0078-XZMHT,Male,0,Yes,No,1.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.6656716417910448,0.7272706337509213,No
5896-NPFWW,Male,0,Yes,Yes,0.041666666666666664,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.31741293532338305,0.019361413043478264,Yes
9978-HYCIN,Male,1,Yes,Yes,0.6527777777777778,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),0.663681592039801,0.462653141120118,No
